sample_id,label,mode,token_index,generated_token_id,generated_token,entropy_t,max_prob_t,uncertainty_mass_t,gate,alpha
8,answerable,uncertainty_mass_gate_a-1.0,18,34205, Ridge,0.001849,0.000133,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,19,13,.,0.642515,0.231027,4e-06,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,20,576, The,2.386601,0.659448,3e-06,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,21,2813, company,1.957043,0.35395,0.048649,0.010841,-0.010841
8,answerable,uncertainty_mass_gate_a-1.0,22,572, was,2.329714,0.717879,0.001657,0.006804,-0.006804
8,answerable,uncertainty_mass_gate_a-1.0,23,18047, founded,1.328632,0.321344,0.002161,0.006838,-0.006838
8,answerable,uncertainty_mass_gate_a-1.0,24,304, in,0.751724,0.352916,0.000176,0.006705,-0.006705
8,answerable,uncertainty_mass_gate_a-1.0,25,220, ,1.393577,0.15639,9e-06,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,26,17,2,0.450914,0.166449,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,27,15,0,0.001449,0.000107,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,28,15,0,0.311836,0.093128,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,29,21,6,2.296188,0.880524,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,30,304, in,1.684966,0.701612,0.004114,0.006972,-0.006972
8,answerable,uncertainty_mass_gate_a-1.0,31,56648, Cedar,6.175538,0.908765,3.6e-05,0.006695,-0.006695
8,answerable,uncertainty_mass_gate_a-1.0,32,34205, Ridge,0.738839,0.103292,4e-06,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,33,11,",",0.702809,0.188808,0.000273,0.006711,-0.006711
8,answerable,uncertainty_mass_gate_a-1.0,34,18925, Minnesota,3.898088,0.85636,0.000256,0.00671,-0.00671
8,answerable,uncertainty_mass_gate_a-1.0,35,13,.,0.927439,0.241778,0.000612,0.006734,-0.006734
8,answerable,uncertainty_mass_gate_a-1.0,36,479, G,3.121432,0.732706,8.3e-05,0.006698,-0.006698
8,answerable,uncertainty_mass_gate_a-1.0,37,4659,lim,0.000622,4.1e-05,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,38,1174,mer,0.000638,5.2e-05,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,39,1611,Box,0.013496,0.001378,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,40,374, is,1.790989,0.396987,9.4e-05,0.006699,-0.006699
8,answerable,uncertainty_mass_gate_a-1.0,41,264, a,1.243618,0.310106,0.000382,0.006718,-0.006718
8,answerable,uncertainty_mass_gate_a-1.0,42,9437, cloud,4.384148,0.811458,0.00064,0.006736,-0.006736
8,answerable,uncertainty_mass_gate_a-1.0,43,5980,-based,1.333517,0.218546,0.000232,0.006708,-0.006708
8,answerable,uncertainty_mass_gate_a-1.0,44,3162, software,4.929555,0.928161,0.003363,0.00692,-0.00692
8,answerable,uncertainty_mass_gate_a-1.0,45,32434,-as,2.630289,0.777605,0.000865,0.006751,-0.006751
8,answerable,uncertainty_mass_gate_a-1.0,46,7409,-a,0.00632,0.000568,0.0,0.006693,-0.006693
8,answerable,uncertainty_mass_gate_a-1.0,47,23461,-service,0.103954,0.014561,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,0,54576, Wendy,2.877141,0.683376,0.000137,0.006702,-0.006702
9,unanswerable,uncertainty_mass_gate_a-1.0,1,43229, Nak,0.100746,0.008801,9e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,2,83717,amura,0.000389,2.7e-05,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,3,10859, joined,2.278608,0.588385,4.4e-05,0.006696,-0.006696
9,unanswerable,uncertainty_mass_gate_a-1.0,4,479, G,0.581926,0.115042,0.000704,0.00674,-0.00674
9,unanswerable,uncertainty_mass_gate_a-1.0,5,4659,lim,0.003933,0.000292,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,6,1174,mer,0.000139,1e-05,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,7,1611,Box,0.010035,0.001033,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,8,304, in,0.973634,0.245291,0.001245,0.006776,-0.006776
9,unanswerable,uncertainty_mass_gate_a-1.0,9,220, ,2.070902,0.509465,5e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,10,17,2,0.451194,0.165868,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,11,15,0,0.002132,0.000155,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,12,16,1,0.795001,0.412184,1e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,13,20,5,2.288643,0.879397,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,14,13,.,1.649437,0.445663,0.022972,0.008407,-0.008407
9,unanswerable,uncertainty_mass_gate_a-1.0,15,2932, She,2.595406,0.552712,1e-05,0.006694,-0.006694
9,unanswerable,uncertainty_mass_gate_a-1.0,16,572, was,2.55234,0.672293,0.000152,0.006703,-0.006703
9,unanswerable,uncertainty_mass_gate_a-1.0,17,279, the,3.037127,0.682605,0.000389,0.006719,-0.006719
9,unanswerable,uncertainty_mass_gate_a-1.0,18,12156, CEO,3.335515,0.780456,5.8e-05,0.006697,-0.006697
9,unanswerable,uncertainty_mass_gate_a-1.0,19,315, of,1.595464,0.484338,0.000122,0.006701,-0.006701
9,unanswerable,uncertainty_mass_gate_a-1.0,20,279, the,3.045687,0.623226,5.2e-05,0.006696,-0.006696
9,unanswerable,uncertainty_mass_gate_a-1.0,21,2813, company,2.310136,0.366387,0.000152,0.006703,-0.006703
9,unanswerable,uncertainty_mass_gate_a-1.0,22,504, from,2.801809,0.838598,0.00034,0.006715,-0.006715
9,unanswerable,uncertainty_mass_gate_a-1.0,23,220, ,1.887428,0.445974,4.1e-05,0.006696,-0.006696
9,unanswerable,uncertainty_mass_gate_a-1.0,24,17,2,0.022018,0.002879,1e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,25,15,0,0.001311,8.9e-05,1.3e-05,0.006694,-0.006694
9,unanswerable,uncertainty_mass_gate_a-1.0,26,16,1,0.289139,0.075079,1e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,27,20,5,1.605271,0.469896,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,28,311, to,1.04921,0.360415,0.639585,0.801525,-0.801525
9,unanswerable,uncertainty_mass_gate_a-1.0,29,220, ,0.419881,0.063058,6e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,30,17,2,0.003983,0.000373,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,31,15,0,0.000606,4.1e-05,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,32,16,1,0.57451,0.257612,1e-06,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,33,22,7,1.363228,0.665516,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,34,13,.,1.394757,0.444494,6e-05,0.006697,-0.006697
9,unanswerable,uncertainty_mass_gate_a-1.0,35,43229, Nak,2.958018,0.744555,1.2e-05,0.006694,-0.006694
9,unanswerable,uncertainty_mass_gate_a-1.0,36,83717,amura,0.002247,0.000171,0.0,0.006693,-0.006693
9,unanswerable,uncertainty_mass_gate_a-1.0,37,572, was,3.277414,0.782575,0.000129,0.006701,-0.006701
9,unanswerable,uncertainty_mass_gate_a-1.0,38,279, the,3.420435,0.786095,0.00149,0.006793,-0.006793
9,unanswerable,uncertainty_mass_gate_a-1.0,39,1156, first,3.26106,0.749408,3.6e-05,0.006695,-0.006695
9,unanswerable,uncertainty_mass_gate_a-1.0,40,8778, female,2.592658,0.536564,0.00823,0.007263,-0.007263
9,unanswerable,uncertainty_mass_gate_a-1.0,41,12156, CEO,2.073694,0.352758,0.017786,0.007985,-0.007985
9,unanswerable,uncertainty_mass_gate_a-1.0,42,315, of,1.572478,0.491091,0.053057,0.011324,-0.011324
9,unanswerable,uncertainty_mass_gate_a-1.0,43,264, a,1.716442,0.513633,2.3e-05,0.006694,-0.006694
9,unanswerable,uncertainty_mass_gate_a-1.0,44,13014, tech,3.043916,0.688652,0.000167,0.006704,-0.006704
9,unanswerable,uncertainty_mass_gate_a-1.0,45,20567, startup,1.53427,0.449907,0.000146,0.006703,-0.006703
9,unanswerable,uncertainty_mass_gate_a-1.0,46,304, in,2.130845,0.530685,0.013004,0.007615,-0.007615
9,unanswerable,uncertainty_mass_gate_a-1.0,47,279, the,2.150522,0.510095,7e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,0,220, ,1.637234,0.385281,7.9e-05,0.006698,-0.006698
10,answerable,uncertainty_mass_gate_a-1.0,1,17,2,0.189899,0.040556,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,2,16,1,0.043579,0.005027,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,3,17,2,0.010464,0.000887,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,4,13,.,2.367625,0.669368,0.000162,0.006704,-0.006704
10,answerable,uncertainty_mass_gate_a-1.0,5,576, The,2.096726,0.380804,7.4e-05,0.006698,-0.006698
10,answerable,uncertainty_mass_gate_a-1.0,6,9760, relevant,2.61791,0.64531,0.003716,0.006944,-0.006944
10,answerable,uncertainty_mass_gate_a-1.0,7,1995, information,0.660193,0.300014,0.699986,0.880782,-0.880782
10,answerable,uncertainty_mass_gate_a-1.0,8,374, is,0.01677,0.002323,0.002262,0.006845,-0.006845
10,answerable,uncertainty_mass_gate_a-1.0,9,25,:,0.002198,0.000219,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,10,758, In,0.037055,0.005051,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,11,220, ,0.005423,0.000414,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,12,16,1,0.000778,6.5e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,13,24,9,0.00015,9e-06,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,14,24,9,0.000239,1.7e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,15,24,9,0.00048,3.6e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,16,11,",",0.01081,0.001179,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,17,279, the,0.011715,0.001256,2e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,18,2813, company,0.00123,8.2e-05,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,19,4961, reported,0.004523,0.000423,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,20,8256, employees,0.004783,0.000411,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,21,315, of,0.002326,0.000177,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,22,220, ,0.004903,0.000373,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,23,17,2,0.000457,3.4e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,24,16,1,0.002552,0.000235,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,25,17,2,0.000582,4.2e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,26,13,.,0.29517,0.055346,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,27,15277, Therefore,0.739377,0.173035,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,28,11,",",0.000204,1.4e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,29,279, the,0.004308,0.00048,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,30,4226, answer,0.000179,1.3e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,31,374, is,0.001027,8.4e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,32,220, ,0.001341,0.000121,1e-06,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,33,17,2,0.000103,8e-06,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,34,16,1,0.000376,3.1e-05,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,35,17,2,5.8e-05,4e-06,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,36,13,.,0.001282,0.000112,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,37,151643,<|endoftext|>,0.021581,0.001695,0.0,0.006693,-0.006693
10,answerable,uncertainty_mass_gate_a-1.0,38,33975,Human,4.673944,0.766062,0.018916,0.008075,-0.008075
10,answerable,uncertainty_mass_gate_a-1.0,39,25,:,2.297964,0.531862,0.000521,0.006728,-0.006728
10,answerable,uncertainty_mass_gate_a-1.0,40,3555, What,5.598241,0.906763,6.2e-05,0.006697,-0.006697
10,answerable,uncertainty_mass_gate_a-1.0,41,374, is,2.614371,0.446755,0.014421,0.007723,-0.007723
10,answerable,uncertainty_mass_gate_a-1.0,42,279, the,0.762557,0.088353,0.00121,0.006774,-0.006774
10,answerable,uncertainty_mass_gate_a-1.0,43,897, value,5.479304,0.934791,0.000107,0.0067,-0.0067
10,answerable,uncertainty_mass_gate_a-1.0,44,315, of,0.090553,0.010988,6.6e-05,0.006697,-0.006697
10,answerable,uncertainty_mass_gate_a-1.0,45,279, the,3.063136,0.671753,6.7e-05,0.006697,-0.006697
10,answerable,uncertainty_mass_gate_a-1.0,46,7493, expression,2.528442,0.664512,0.000235,0.006708,-0.006708
10,answerable,uncertainty_mass_gate_a-1.0,47,220, ,2.232942,0.623984,0.000172,0.006704,-0.006704
11,answerable,uncertainty_mass_gate_a-1.0,0,25462, Yellow,1.406938,0.405249,5.9e-05,0.006697,-0.006697
11,answerable,uncertainty_mass_gate_a-1.0,1,35,D,0.036942,0.003647,2e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,2,635,ome,0.003565,0.000323,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,3,69109, relocated,0.961706,0.302927,9e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,4,1181, its,0.22529,0.041892,0.012015,0.007541,-0.007541
11,answerable,uncertainty_mass_gate_a-1.0,5,25042, headquarters,0.016223,0.001585,1e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,6,504, from,0.18485,0.03561,0.029616,0.008979,-0.008979
11,answerable,uncertainty_mass_gate_a-1.0,7,4787, North,0.033244,0.00331,5e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,8,66,c,0.002945,0.000227,2e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,9,1272,ote,0.00287,0.000253,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,10,311, to,0.018023,0.001972,0.998029,0.993175,-0.993175
11,answerable,uncertainty_mass_gate_a-1.0,11,30614, Upper,0.010661,0.000937,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,12,8187,ford,0.005221,0.000424,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,13,304, in,0.232608,0.048617,3.1e-05,0.006695,-0.006695
11,answerable,uncertainty_mass_gate_a-1.0,14,220, ,0.012092,0.001277,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,15,17,2,3.6e-05,2e-06,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,16,15,0,8e-05,5e-06,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,17,16,1,0.000137,9e-06,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,18,22,7,0.00126,0.000104,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,19,13,.,0.709484,0.196882,1.1e-05,0.006694,-0.006694
11,answerable,uncertainty_mass_gate_a-1.0,20,11445, Its,2.07067,0.556139,1e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,21,6513, growth,0.028713,0.002486,4e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,22,9246,_rate,0.26176,0.062195,1e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,23,33955, (%),1.098778,0.200947,1.6e-05,0.006694,-0.006694
11,answerable,uncertainty_mass_gate_a-1.0,24,572, was,0.479161,0.12203,9e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,25,220, ,0.053455,0.005044,8.5e-05,0.006699,-0.006699
11,answerable,uncertainty_mass_gate_a-1.0,26,23,8,0.008528,0.000838,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,27,19,4,0.01814,0.001885,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,28,22,7,0.016752,0.001824,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,29,13,.,0.33004,0.058648,1.9e-05,0.006694,-0.006694
11,answerable,uncertainty_mass_gate_a-1.0,30,21806, Answer,2.430076,0.617973,1e-05,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,31,25,:,0.04846,0.005884,4e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,32,25462, Yellow,1.408319,0.350709,0.000103,0.0067,-0.0067
11,answerable,uncertainty_mass_gate_a-1.0,33,35,D,0.014994,0.001144,2e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,34,635,ome,0.003753,0.000338,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,35,69109, relocated,1.403063,0.373245,0.000288,0.006712,-0.006712
11,answerable,uncertainty_mass_gate_a-1.0,36,1181, its,0.041963,0.004656,0.000526,0.006728,-0.006728
11,answerable,uncertainty_mass_gate_a-1.0,37,25042, headquarters,0.007791,0.000665,2e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,38,504, from,0.068737,0.008497,0.003023,0.006897,-0.006897
11,answerable,uncertainty_mass_gate_a-1.0,39,4787, North,0.026026,0.00246,2e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,40,66,c,0.00428,0.000306,5e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,41,1272,ote,0.001873,0.000154,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,42,311, to,0.012862,0.001169,0.998832,0.993229,-0.993229
11,answerable,uncertainty_mass_gate_a-1.0,43,30614, Upper,0.010882,0.000921,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,44,8187,ford,0.007186,0.000577,0.0,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,45,304, in,0.348106,0.082638,6.6e-05,0.006697,-0.006697
11,answerable,uncertainty_mass_gate_a-1.0,46,220, ,0.011961,0.001008,1e-06,0.006693,-0.006693
11,answerable,uncertainty_mass_gate_a-1.0,47,17,2,0.000302,2.1e-05,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,0,576, The,2.607162,0.56364,9.6e-05,0.006699,-0.006699
12,answerable,uncertainty_mass_gate_a-1.0,1,4226, answer,1.338602,0.255403,0.004491,0.006998,-0.006998
12,answerable,uncertainty_mass_gate_a-1.0,2,311, to,0.820188,0.496098,0.503984,0.509959,-0.509959
12,answerable,uncertainty_mass_gate_a-1.0,3,419, this,0.758811,0.390405,3.7e-05,0.006695,-0.006695
12,answerable,uncertainty_mass_gate_a-1.0,4,3405, question,0.083837,0.010213,1e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,5,374, is,0.031573,0.003401,1e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,6,25,:,3.908608,0.75855,0.046625,0.010626,-0.010626
12,answerable,uncertainty_mass_gate_a-1.0,7,1863, Z,2.31333,0.425518,2.7e-05,0.006695,-0.006695
12,answerable,uncertainty_mass_gate_a-1.0,8,5059,ara,0.000878,7.4e-05,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,9,40669, Ahmed,0.016015,0.001571,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,10,11,",",1.698578,0.646656,1.1e-05,0.006694,-0.006694
12,answerable,uncertainty_mass_gate_a-1.0,11,279, the,0.869347,0.247949,2.4e-05,0.006694,-0.006694
12,answerable,uncertainty_mass_gate_a-1.0,12,356, C,0.100839,0.017155,1e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,13,5207,TO,0.001916,0.000161,1e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,14,315, of,0.066303,0.008246,3e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,15,48234, Ember,0.035595,0.003809,1e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,16,1820,Path,0.002533,0.00024,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,17,3118, based,1.230357,0.340205,9.9e-05,0.006699,-0.006699
12,answerable,uncertainty_mass_gate_a-1.0,18,304, in,0.005007,0.000403,1e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,19,38569, Elder,0.010572,0.000852,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,20,40134, Grove,0.001231,0.000106,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,21,13,.,1.133957,0.467897,1.3e-05,0.006694,-0.006694
12,answerable,uncertainty_mass_gate_a-1.0,22,576, The,2.98676,0.738995,3.2e-05,0.006695,-0.006695
12,answerable,uncertainty_mass_gate_a-1.0,23,2813, company,2.370678,0.517656,0.064631,0.012696,-0.012696
12,answerable,uncertainty_mass_gate_a-1.0,24,572, was,2.279834,0.684153,0.002897,0.006888,-0.006888
12,answerable,uncertainty_mass_gate_a-1.0,25,18047, founded,1.755757,0.47594,0.002622,0.006869,-0.006869
12,answerable,uncertainty_mass_gate_a-1.0,26,304, in,0.761411,0.371264,0.000147,0.006703,-0.006703
12,answerable,uncertainty_mass_gate_a-1.0,27,220, ,1.936124,0.225849,2.2e-05,0.006694,-0.006694
12,answerable,uncertainty_mass_gate_a-1.0,28,17,2,0.321656,0.098035,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,29,15,0,0.001853,0.000137,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,30,15,0,0.142081,0.031741,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,31,20,5,2.290731,0.876789,0.0,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,32,304, in,1.814879,0.676957,0.003596,0.006936,-0.006936
12,answerable,uncertainty_mass_gate_a-1.0,33,7148, London,6.591865,0.971287,3.7e-05,0.006695,-0.006695
12,answerable,uncertainty_mass_gate_a-1.0,34,11,",",0.971598,0.24294,0.001038,0.006762,-0.006762
12,answerable,uncertainty_mass_gate_a-1.0,35,9448, England,1.631352,0.550402,0.001076,0.006765,-0.006765
12,answerable,uncertainty_mass_gate_a-1.0,36,13,.,1.36497,0.426848,0.00117,0.006771,-0.006771
12,answerable,uncertainty_mass_gate_a-1.0,37,576, The,3.830786,0.813229,0.000147,0.006703,-0.006703
12,answerable,uncertainty_mass_gate_a-1.0,38,2813, company,2.968462,0.602272,0.020486,0.008202,-0.008202
12,answerable,uncertainty_mass_gate_a-1.0,39,572, was,2.770318,0.683001,0.00112,0.006768,-0.006768
12,answerable,uncertainty_mass_gate_a-1.0,40,18047, founded,3.114964,0.63782,0.001971,0.006825,-0.006825
12,answerable,uncertainty_mass_gate_a-1.0,41,553, by,1.217858,0.482322,0.031136,0.009115,-0.009115
12,answerable,uncertainty_mass_gate_a-1.0,42,1863, Z,6.527589,0.934421,4.1e-05,0.006696,-0.006696
12,answerable,uncertainty_mass_gate_a-1.0,43,5059,ara,0.065304,0.006815,2e-06,0.006693,-0.006693
12,answerable,uncertainty_mass_gate_a-1.0,44,40669, Ahmed,0.19049,0.01975,1.3e-05,0.006694,-0.006694
12,answerable,uncertainty_mass_gate_a-1.0,45,11,",",2.009542,0.666002,0.005545,0.007072,-0.007072
12,answerable,uncertainty_mass_gate_a-1.0,46,879, who,3.784011,0.710946,0.000389,0.006719,-0.006719
12,answerable,uncertainty_mass_gate_a-1.0,47,374, is,3.061657,0.633928,0.000372,0.006718,-0.006718
13,unanswerable,uncertainty_mass_gate_a-1.0,0,56879, Ivy,1.525235,0.548074,2.3e-05,0.006694,-0.006694
13,unanswerable,uncertainty_mass_gate_a-1.0,1,5386,Core,0.122745,0.021619,2e-06,0.006693,-0.006693
13,unanswerable,uncertainty_mass_gate_a-1.0,2,572, was,2.523589,0.664647,0.00046,0.006723,-0.006723
13,unanswerable,uncertainty_mass_gate_a-1.0,3,18047, founded,0.718581,0.106885,0.001233,0.006775,-0.006775
13,unanswerable,uncertainty_mass_gate_a-1.0,4,553, by,0.813032,0.283276,0.000556,0.00673,-0.00673
13,unanswerable,uncertainty_mass_gate_a-1.0,5,1863, Z,5.061214,0.700155,6.9e-05,0.006697,-0.006697
13,unanswerable,uncertainty_mass_gate_a-1.0,6,5059,ara,0.011224,0.001013,0.0,0.006693,-0.006693
13,unanswerable,uncertainty_mass_gate_a-1.0,7,40669, Ahmed,0.162658,0.017715,3.3e-05,0.006695,-0.006695
13,unanswerable,uncertainty_mass_gate_a-1.0,8,13,.,1.761073,0.621661,0.001151,0.00677,-0.00677
13,unanswerable,uncertainty_mass_gate_a-1.0,9,1863, Z,2.266583,0.554647,2e-06,0.006693,-0.006693
13,unanswerable,uncertainty_mass_gate_a-1.0,10,5059,ara,0.000881,7.1e-05,0.0,0.006693,-0.006693
13,unanswerable,uncertainty_mass_gate_a-1.0,11,40669, Ahmed,0.666296,0.111945,6.9e-05,0.006697,-0.006697
13,unanswerable,uncertainty_mass_gate_a-1.0,12,10859, joined,1.172722,0.260433,1.7e-05,0.006694,-0.006694
13,unanswerable,uncertainty_mass_gate_a-1.0,13,56879, Ivy,0.379178,0.082585,0.00022,0.006708,-0.006708
13,unanswerable,uncertainty_mass_gate_a-1.0,14,5386,Core,0.004962,0.000463,1e-06,0.006693,-0.006693
13,unanswerable,uncertainty_mass_gate_a-1.0,15,304, in,0.669159,0.14098,0.000695,0.006739,-0.006739
13,unanswerable,uncertainty_mass_gate_a-1.0,16,220, ,1.04999,0.198057,2.2e-05,0.006694,-0.006694
13,unanswerable,uncertainty_mass_gate_a-1.0,17,17,2,0.302433,0.089008,0.0,0.006693,-0.006693
13,unanswerable,uncertainty_mass_gate_a-1.0,18,15,0,0.002726,0.000204,0.0,0.006693,-0.006693
